User-ID,ISBN,Book-Rating,Age,Book-Title,Book-Author,Year-Of-Publication,Publisher,Country
277901,089480751X,6,40,Dairy Hollow House Soup &; Bread: A Country Inn Cookbook,Crescent Dragonwagon,1992,Workman Publishing, usa
277928,1573220310,10,45,Depth Takes a Holiday: Essays from Lesser Los Angeles,Sandra Tsing Loh,1996,Riverhead Books, usa
277929,1551665522,8,34,Stolen Heart (Mira),Candace Camp,2000,Mira, canada
277954,3822800740,10,30,Gaudi: 1852-1926 : Antoni Gaudi I Cornet-A Life Devoted to Architecture (Big Series : Architecture and Design),Rainer Zerbst,1996,Benedikt Taschen Verlag, usa
277959,1551668904,7,28,Honor Bound,Sandra Brown,2002,Mira Books, usa
277988,157174259X,10,44,The Whittler: A Novel,E. L. Pace,2001,Hampton Roads Publishing Company, usa
277989,1558745157,6,39,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications, usa
278007,034543479X,8,30,A Widow for One Year,JOHN IRVING,2001,Fawcett, usa
278007,1551669110,6,30,Beyond The Threshold,Linda Lael Miller,2002,Mira, usa
278026,038533558X,9,56,Gone For Good,HARLAN COBEN,2002,Delacorte Press, usa
278026,068815333X,7,56,Prayers for Rain,Dennis Lehane,1999,William Morrow &amp; Company, usa
278026,1551667517,7,56,Forbidden Fruit (Mira),Erica Spindler,2003,Mira, usa
278026,1551669625,6,56,Shocking Pink,Erica Spindler,2002,Mira, usa
278065,1882663128,8,26,Moon Missions: Mankind's First Voyages to Another World,William F. Mellberg,1997,Plymouth Press Ltd, usa
278075,044900371X,7,62,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books, usa
278119,044661162X,9,50,Chasing the Dime,Michael Connelly,2003,Warner Books, usa
278137,037308935X,8,27,Can'T Buy Me Love (Silhouette Romance No 935),Tom Smith,1993,Silhouette, usa
278137,055325698X,8,27,The Proteus Operation,James P. Hogan,1991,Spectra Books, usa
278137,088419597X,9,27,Gatekeeper,Terry L. Craig,1999,Creation House, usa
278137,1556611536,9,27,Julia's Last Hope (Oke Janette Women of the West.),Janette Oke,1990,Bethany House Publishers, usa
278137,1558744150,9,27,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications, usa
278137,1558745017,8,27,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications, usa
278137,1576739562,10,27,Tested By Fire (Baxter Series),Kathy Herman,2001,Multnomah, usa
278137,1582293031,9,27,Rescued by the Cross: Stepping Out of Your Past and into God's Purpose,Ken Freeman,1999,Howard Publishing Company, usa
278188,037327291X,5,34,Entrapment  The Tremaine Tradition,Kylie Brant,2003,Silhouette, usa
278188,044022103X,8,34,One True Thing,Anna Quindlen,1995,Dell, usa
278188,080410946X,8,34,Object Lessons,Anna Quindlen,1992,Ivy Books, usa
278188,082177574X,7,34,Shaken and Stirred,Sue McKay,2004,Zebra Books, usa
278188,1551660679,8,34,Somebody'S Baby,Charlotte Vale Allen,1996,Mira, usa
278188,1551661586,6,34,Witchcraft,Jayne Ann Krentz,1996,Mira, usa
278188,1551664992,9,34,Lost Highways,Curtiss Matlock,1999,Mira, usa
278188,1551665220,7,34,Fourth Horseman (Jackie Kaminsky Mysteries),Margot Dalton,1999,Mira, usa
278188,1551665344,7,34,Horsemasters Daughter,Susan Wiggs,1999,Mira, usa
278188,1551666960,8,34,The Delaney Woman,Jeanette Baker,2003,Mira, usa
278188,1551667487,7,34,Return To Me,Rosemary Rogers,2003,Mira, usa
278204,8420634158,8,18,Cuentos 1,Edgar Allan Poe,1970,Alianza, spain
278209,014011291X,6,57,In Patagonia,Bruce Chatwin,1988,Penguin Books, usa
278218,014017513X,9,37,The Time Out Film Guidethe Definitive A-Z Directory of over 10000 Films (\Time Out\ Guides),Tom Milne,1994,Penguin USA, australia
278218,1865080012,6,37,Pegasus in the suburbs,Jennifer Kremmer,1999,Allen &amp; Unwin, australia
278221,074341702X,7,32,The Wonder of Girls : Understanding the Hidden Nature of Our Daughters,Michael Gurian,2002,Atria, canada
278221,1556611188,9,32,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke,1990,Bethany House Publishers, canada
278221,1556611536,9,32,Julia's Last Hope (Oke Janette Women of the West.),Janette Oke,1990,Bethany House Publishers, canada
278221,1556612257,10,32,A Woman Named Damaris (Women of the West),Janette Oke,1991,Bethany House Publishers, canada
278221,155661246X,9,32,They Called Her Mrs. Doc (Women of the West),Janette Oke,1992,Bethany House Publishers, canada
278221,1576738469,7,32,The Protector (O'Malley #4),Dee Henderson,2001,Multnomah, canada
278221,1589196635,10,32,Kate's Choice: What Love Can Do ; Gwen's Adventure in the Snow : Three Fire-Side Stories to Warm the Heart,Louisa May Alcott,2001,Chariot Victor Pub, canada
278221,1889613010,10,32,Organon of the Medical Art,Samuel Hahnemann,2000,Birdcage Books, canada
278238,039480029X,10,45,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,Random House Books for Young Readers, usa
278245,3423205903,9,44,Der Mann der lÃ?Â¤chelte.,Henning Mankell,2003,Dtv, switzerland
278251,044020562X,7,45,One,Richard Bach,1989,Dell, usa
278253,1565611489,9,49,Hear What You'Ve Been Missing: How to Cope With Hearing Loss,Donna S. Wayner,1998,Chronimed Publishing, usa
278264,8466303316,8,55,La fiesta del chivo,Mario Vargas Llosa,2001,Punto de Lectura, spain
278279,1567184693,5,18,Everyday Magic: Spells &; Rituals for Modern Living,Dorothy Morrison,1998,Llewellyn Publications, united kingdom
278319,1551667525,8,64,Confessions,JoAnn Ross,2003,Mira Books, usa
278355,1577780728,9,33,Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus the Ultimate Jesus Freaks,DC Talk,1999,Bethany House Publishers, usa
278356,006091646X,9,57,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,1990,Perennial, usa
278356,043935806X,10,57,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic, usa
278356,087795979X,10,57,Lily Pond: Four Years With a Family of Beavers,Hope Ryden,1989,Harpercollins, usa
278356,1567310028,7,57,What to Say When You Talk to Yourself,Helmstetter,1997,MJF Books, usa
278356,1853263214,9,57,The Wordsworth Dictionary of Proverbs (Wordsworth Collection),G. L. Apperson,1997,NTC/Contemporary Publishing Company, usa
278390,044661257X,8,35,If Looks Could Kill,Kate White,2003,Warner Vision, usa
278390,080410753X,9,35,The Kitchen God's Wife,Amy Tan,1992,Ivy Books, usa
278401,3426600218,9,25,DinoparkJurassic Park,Michael Crichton,1994,Distribooks Inc, switzerland
278435,3453146972,9,23,Per Anhalter durch die Galaxis.,Douglas Adams,1998,Heyne, austria
278461,050552502X,9,16,Silken Bondage,Nan Ryan,2002,Love Spell, usa
278543,1576734218,5,39,On Becoming Childwise,Gary Ezzo,1999,Multnomah, usa
278551,044041833X,7,21,The Subtle Knife (His Dark Materials Book 2),PHILIP PULLMAN,2001,Yearling, germany
278554,1853260282,7,22,Emma (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company, japan
278563,185813501X,10,37,The Life and Works of Gustav Klimt,Nathaniel Harris,1994,Parragon Publishing, austria
278563,320375536X,10,37,Hell's Angel. Mein Leben,Ralph Sonny Barger,2001,Europa Verlag MÃ?Â¼nchen, austria
278563,3257233086,5,37,Die imaginÃ?Â¤re Freundin. Vom Ringen und Schreiben.,John Irving,2002,Diogenes Verlag, austria
278563,3492223710,8,37,Michael KÃ¶hlmeiers Sagen des klassischen Altertums (Serie Piper),Michael KÃ¶hlmeier,1996,Piper, austria
278563,3548250459,7,37,Ice Station.,Matthew Reilly,2000,Ullstein Tb, austria
278563,380520406X,10,37,Die Apotheke Manitous: Das medizinische Wissen der Indianer und ihrer Heilpflanzen,H. J Stammel,1986,Wunderlich, austria
278571,8420646032,6,28,Horror de Dunwich El,H. P. Lovecraft,1994,Alianza, spain
278621,1550390961,8,74,Gilean Douglas: Writing Nature Finding Home,Andrea Pinto Lebowitz,1999,Sono Nis Press, canada
278668,8408022938,5,48,El Alquimista,Paulo Coelho,1997,Planeta Pub Corp, spain
278668,8408044079,5,48,LA Muerte Del Decano,Gonzalo Torrrente Ballester,2002,Planeta Publishing Corporation, spain
278668,8423322912,5,48,La Perla del Oriente (ColecciÃ³n Ancora y delfÃ­n),Jorge Ordaz,1993,Ediciones Destino, spain
278668,8440644965,5,48,El Hombre Solo,Bernardo Atxaga,1999,Ediciones B, spain
278668,8440662394,5,48,Nadie Conoce a Nadie (Tiempos modernos),Juan Bonilla,1998,Ediciones B, spain
278694,042518692X,7,57,Deep Water,S. V. Date,2002,Berkley Publishing Group, usa
278694,074341022X,8,57,Dark Hollow,John Connolly,2002,Pocket, usa
278720,359625180X,5,31,Mirjam,Luise Rinser,1983,Fischer (Tb.) Frankfurt, germany
278721,3596109744,5,44,Haus der Erinnerungen. Roman.,Barbara Wood,1993,Fischer (Tb.) Frankfurt, germany
278778,3442421357,8,42,Im Eishaus.,Minette Walters,1996,Goldmann, germany
278832,155874262X,10,62,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications, usa
278832,1558745718,10,62,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications, usa
278832,1558747109,10,62,Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats Dogs and Other Critters,Jack Canfield,1999,Health Communications, usa
278843,014028009X,8,28,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books, usa
278843,059035342X,8,28,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books, usa
278843,082301200X,6,28,Philippe Starck: Subverchic Design (Cutting Edge),Fay Sweet,1999,Watson-Guptill Publications, usa
278843,1561580880,7,28,Easy Guide to Sewing Skirts (Sewing Companion Library),Marcy Tilton,1995,Taunton Press, usa
278844,1892597020,6,28,Strangers In Paradise: It's A Good Life,Terry Moore,1998,Abstract Studio Incorporated, usa
278851,067161746X,7,33,The Bachelor Home Companion: A Practical Guide to Keeping House Like a Pig,P.J. O'Rourke,1987,Pocket Books, usa
278851,1558531025,8,33,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson, usa
278851,1569661057,10,33,Dallas Street Map Guide and Directory 2000 Edition,Mapsco,1999,American Map Corporation, usa
278851,1885071213,7,33,Highpoint Adventures A Pocket Guide to the 50 State Highpoints,Charlie Winger,1999,Sequoia Publishing, usa
64,2070423204,7,32,Lieux dits,Michel Tournier,2002,Gallimard, france
70,1414035004,10,44,The Adventures of Drew and Ellie: The Magical Dress,Charles Noland,2003,1stBooks Library, usa
75,1558531025,5,37,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson, usa
92,8445071408,7,20,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),J. R. R. Tolkien,2001,Minotauro, spain
92,8445071769,8,20,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),J. R. R. Tolkien,2001,Minotauro, spain
92,8445071777,10,20,El Senor De Los Anillos: El Retorno Del Rey (Tolkien J. R. R. Lord of the Rings. 3.),J. R. R. Tolkien,2001,Distribooks, spain
183,8401422825,9,27,Fahrenheit 451,Ray Bradbury,1993,Plaza &amp; Janes Editores S.A., portugal
183,8440630794,7,27,Cuentos del Planeta Tierra,Arthur C. Clarke,1993,Ediciones B, portugal
183,847223973X,9,27,Que Se Mueran Los Feos (Fabula),Boris Vian,2002,Tusquets, portugal
183,8476409419,8,27,Estudios sobre el amor,Jose Ortega Y Gaset,2001,Downtown Book Center, portugal
228,039575514X,9,41,My Antonia,Willa Cather,1995,Mariner Books, usa
242,3257203659,9,37,Der illustrierte Mann. ErzÃ?Â¤hlungen.,Ray Bradbury,2002,Diogenes, germany
242,3257207522,10,37,Der KÃ?Â¶nig in Gelb.,Raymond Chandler,1980,Diogenes Verlag, germany
242,3257208626,8,37,Fahrenheit 451,Ray Bradbury,1994,Distribooks Inc, germany
242,3257208634,10,37,Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.,Ray Bradbury,1981,Diogenes Verlag, germany
242,3257208669,9,37,Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,2003,Diogenes, germany
242,3257210450,10,37,LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,1999,Diogenes Verlag, germany
242,3257212054,10,37,Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag, germany
242,3257212429,10,37,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag, germany
242,3257214154,9,37,Familientreffen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag, germany
242,3257216416,7,37,Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.,Ray Bradbury,1988,Diogenes Verlag, germany
242,3257233051,9,37,Veronika Deschliesst Zu Sterben  Vernika Decides to Die,Paolo Coelho,2002,Distribooks, germany
242,3453212150,7,37,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,Heyne, germany
242,3492045642,8,37,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,Piper, germany
242,3498020862,8,37,Die Korrekturen.,Jonathan Franzen,2002,Rowohlt Reinbek, germany
242,3499110695,7,37,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,1968,Rowohlt Tb., germany
242,3499151502,9,37,Hebt den Dachbalken hoch Zimmerleute  Seymour wird vorgestellt.,Jerome D. Salinger,1998,Rowohlt Tb., germany
242,3548254268,10,37,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,2002,Ullstein Tb, germany
242,3570300099,6,37,Das Intimleben des Adrian Mole 13 34 Jahre. cbt. ( Ab 14 J.).,Sue Townsend,2002,Bertelsmann MÃ?Â¼nchen, germany
242,3596292646,7,37,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,2000,Fischer (Tb.) Frankfurt, germany
254,037582345X,9,24,The Golden Compass (His Dark Materials Book 1),PHILIP PULLMAN,2002,Knopf Books for Young Readers, usa
254,038097827X,8,24,The Wolves in the Walls,Neil Gaiman,2003,HarperCollins, usa
254,1556520743,9,24,Assata: An Autobiography (Lawrence Hill &; Co.),Assata Shakur,1987,Lawrence Hill Books, usa
254,156389226X,9,24,Dream Country (Sandman Book 3),Neil Gaiman,1999,DC Comics, usa
254,1563895730,9,24,Sandman: The Dream Hunters,Neil Gaiman,1999,DC Comics, usa
254,1567310877,8,24,Shout!: The Beatles in Their Generation,Philip Norman,1997,MJF Books, usa
254,156971620X,9,24,Harlequin Valentine,Neil Gaiman,2002,Dark Horse Comics, usa
254,1931081727,9,24,The Devil You Know,Poppy Z. Brite,2003,Subterranean Press, usa
310,8483007010,7,26,El gust amarg de la cervesa (CollecciÃ³ ClÃ ssica),Isabel-Clara SimÃ³,1999,Columna, spain
323,1575843366,5,23,What Shall I Be (Barbie Carryalong),Rita Chapman Works,1999,Reader's Digest, usa
334,1573228737,8,27,Affinity,Sarah Waters,2002,Riverhead Books, finland
337,9681500555,9,17,Diario de Ana Frank,Anne Frank,2000,Editores Mexicanos Unidos S.A., spain
345,067153484X,6,27,The Music Box,Andrea Kane,1998,Pocket, usa
361,8433914545,8,25,El Palacio de La Luna,Paul Auster,1996,Anagrama, spain
387,1590071212,9,17,Jane Eyre,Charlotte Bronte,2002,New Millenium Audio, usa
388,006101351X,6,35,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch, usa
388,039456894X,8,35,Impossible Vacation,Spalding Gray,1992,Random House Inc, usa
388,1573225126,5,35,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books, usa
388,1579651658,8,35,The Journey From Here,Bill Bradley,2000,Artisan Publishers, usa
388,1878424319,7,35,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing, usa
392,8427007450,10,44,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982,Lectorum Pubns (J), spain
392,8429725792,7,44,Les illes grogues: Tres novelÂ¨les romÃ ntiques (El BalancÃ­),VicenÃ§ Villatoro,1987,Edicions 62, spain
392,8474103347,7,44,Espurnes de sang (La Negra),Antoni Serra,1987,Edicions de la Magrana, spain
392,8475960650,5,44,Els conys saborosos (Tros de paper),ValeriÃ  Pujol,1986,EmpÃºries, spain
392,8475960936,9,44,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,1986,Editorial EmpÃºries, spain
392,8476021844,5,44,El preu de la quimera (Narratives),Jordi Font i AgustÃ­,1992,Eumo Editorial, spain
392,8477270120,5,44,Tap d'escopeta (MÃ­nima de butxaca),Carles Casajuana,1987,Edicions dels Quaderns Crema, spain
392,8478092943,7,44,Els plaers ficticis,LluÃ­s Ma TodÃ³,1991,Columna, spain
392,8478098267,9,44,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,1995,Columna, spain
392,8478884963,9,44,Una casa en Irlanda,Maeve Binchy,1999,Salamandra, spain
392,8483002523,5,44,La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,1997,Columna, spain
392,8486433193,5,44,Amorrada al pilÃ³ (Columna),Maria JaÃ©n,1986,Columna, spain
393,1857938011,6,24,A-Z of Behaving Badly,Simon Nye,1996,Trafalgar Square, united kingdom
408,1561561428,7,17,Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1992,Kidsbooks.Com, usa
496,055356451X,8,51,Night Sins,TAMI HOAG,1995,Bantam, usa
500,084994371X,8,17,Blink,Ted Dekker,2003,WestBow Press, usa
503,068484267X,10,40,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner, usa
503,1558743669,10,40,A Child Called \It\: One Child's Courage to Survive,Dave Pelzer,1995,Health Communications, usa
505,006017143X,9,51,The Night Listener,Armistead Maupin,2000,HarperCollins Publishers, usa
505,038549825X,8,51,Not a Day Goes By : A Novel,E. LYNN HARRIS,2001,Anchor, usa
505,042517736X,7,51,Abduction,Robin Cook,2000,Berkley Publishing Group, usa
505,1562827049,8,51,The Diary of Jack the Ripperthe Discovery the Investigation the Debate,Jack,1993,Hyperion Books, usa
595,1576737357,7,17,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson,2000,Multnomah, usa
625,2070384349,10,41,La Faute de l'abbÃ?Â© Mouret,Emile Zola,1991,Gallimard, france
625,2070417743,9,41,Chroniques martiennes,Ray Bradbury,2002,Gallimard, france
625,207053880X,10,41,L'Homme Qui Plantait Des Arbres,Jean Giono,2002,Distribooks Inc, france
625,2253004022,9,41,Regain,Jean Giono,1987,LGF, france
625,2253007102,10,41,Les Fleurs Du Mal,C. Baudelaire,1972,Livre De Poche French, france
625,2266029460,10,41,Voyage d'une parisienne Ã?Â  Lhassa,Alexandra David-NÃ?Â©el,1989,Pocket, france
625,2266084372,8,41,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,Lewis,2000,Pocket, france
626,3423202033,7,41,Der Blaumilchkanal.,Ephraim Kishon,1998,Dtv, austria
626,3492207006,10,41,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper, austria
638,052594463X,9,20,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books, usa
638,067972768X,10,20,The Joy Luck Club (Vintage Contemporaries),Amy Tan,1991,Vintage Books USA, usa
638,1558747028,10,20,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications, usa
638,1558747346,8,20,Teen Love:  On Relationships A Book for Teenagers,Kimberly Kirberger,1999,Health Communications, usa
638,1570717257,9,20,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark, usa
643,057120354X,5,23,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,2000,Faber Children's Books, france
643,1405200677,8,23,Tigger's Little Book of Diet and Exercise,E.H. Shepard,2002,Egmont Childrens Books, france
643,1841950521,9,23,Seasons of the Heart: Haiku,Alan Spence,2000,Pub Group West, france
643,1841952931,8,23,Glasgow Zen,Alan Spence,2002,Canongate Books Ltd, france
643,185479549X,8,23,The World's Stupidest Laws,David Crombie,2000,Michael O'Mara Books, france
643,1854795554,9,23,The World's Stupidest Signs,Michael O'Mara,2000,Michael O'Mara Books, france
643,1858813093,7,23,Nessie: The Loch Ness Monster,Richard Brassey,2003,Trafalgar Square Books, france
643,2020315491,8,23,Le neveu d'AmÃ?Â©rique,Luis SepÃ?Âºlveda,1998,Seuil, france
643,2070322068,8,23,Les Orientales ; Les Feuilles d'automne,Hugo,1981,Gallimard, france
643,2070393577,8,23,Exercices de style,Raymond Queneau,1995,Gallimard, france
643,2253002895,7,23,Colline,Jean Giono,1992,LGF, france
643,2253006866,8,23,La Mort du petit cheval,HervÃ?Â© Bazin,1972,LGF, france
643,2253037796,7,23,Le barbier de SÃ?Â©ville,Pierre-Augustin Caron de Beaumarchais,1985,LGF, france
643,2253043974,8,23,Chronique d'une mort annoncÃ?Â©e,Gabriel Garcia Marquez,1987,LGF, france
643,2253049417,9,23,Bilbo Le Hobbit,J. R. R. Tolkien,2002,Pocket (FR), france
643,2253051381,7,23,Le Mariage De Figaro: Comedie En Cinq Actes 1784,Beaumarchais,1999,Distribooks Inc, france
643,2253063339,10,23,Les Fourmis,Bernard Werber,2002,LGF, france
643,2253140872,8,23,L'Ecume Des Jours,Boris Vian,1999,Distribooks Inc, france
643,2253148539,8,23,Le Loup-garou,Boris Vian,1999,LGF, france
643,2253170127,7,23,Douce nuit,Mary Higgins Clark,1997,LGF, france
643,2253170372,8,23,La Maison du clair de lune,Mary Higgins Clark,1998,LGF, france
643,2253170569,8,23,Ni Vue Ni Connue  Pretend You Don't See Her,Mary Higgins Clark,1999,Librairie Generale Francaise, france
643,2857043821,6,23,Le cycle du Graal,Jean Markale,1992,Pygmalion/GÃ©rard Watelet, france
643,2871290911,6,23,XIII tome 13 L'enquÃ?Âªte : the XIII mystery,Jean Van Hamme,1999,Dargaud, france
643,2876916193,7,23,Le Petit Livre des tests du francais correct,Jean-Joseph Julaud,2001,First, france
643,2909051196,7,23,Le franÃ?Â§ais : Cent difficultÃ?Â©s,Pierre Laurendeau,2001,Le Polygraphe, france
651,156341029X,8,26,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books, usa
651,1563411148,6,26,The Second Coming of Curly Red,Jody Seay,1999,Firebrand Books, usa
651,1563899388,6,26,Death: At Death's Door (Vertigo Number 1),Jill Thompson,2003,DC Comics, usa
651,1888451084,7,26,Kamikaze Lust,Lauren Sanders,2000,Akashic Books, usa
685,039914370X,7,21,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group, usa
709,015216250X,10,14,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books, usa
709,043922165X,9,14,Circles in the Stream (Avalon: Web of Magic 1),Shelly R. Roberts,2001,Scholastic, usa
709,1562477528,9,14,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications, usa
712,3257201761,6,29,Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag, switzerland
712,3404118960,5,29,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe, switzerland
712,349913358X,6,29,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb., switzerland
735,044661162X,9,29,Chasing the Dime,Michael Connelly,2003,Warner Books, usa
735,1551660016,10,29,The Devil's Own,Sandra Brown,1994,Mira Books, usa
739,1558505377,9,55,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp, usa
741,044132231X,8,16,Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY), usa
744,042512892X,8,48,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group, usa
746,014036336X,8,36,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books, usa
757,034538184X,8,29,Degree of Guilt,Richard North Patterson,1995,Ballantine Books, usa
774,055321313X,8,16,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics, usa
805,014016930X,10,34,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books, usa
805,038001503X,10,34,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books, usa
805,039592720X,9,34,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co, usa
811,3499134446,8,34,Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb., switzerland
834,1558747346,5,17,Teen Love:  On Relationships A Book for Teenagers,Kimberly Kirberger,1999,Health Communications, usa
843,006019491X,8,25,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins, usa
850,3404203097,7,22,Das Lied von Albion I. Krieg im Paradies.,Stephen Lawhead,1997,LÃ?Â¼bbe, germany
850,3404203135,7,22,Das Lied von Albion II. RÃ?Â¼ckkehr der Helden.,Stephen Lawhead,1997,LÃ?Â¼bbe, germany
850,3423620005,9,22,Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv, germany
850,3426616262,6,22,Ein Tag im Leben des Iwan Denissowitsch.,Alexander Solschenizyn,1999,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co., germany
850,3426701448,8,22,Die letzte Rune 02. Der fahle KÃ?Â¶nig.,Mark Anthony,1999,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co., germany
850,3453147243,5,22,Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne, germany
850,3453171977,10,22,Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne, germany
850,3453177800,5,22,Ein Mann fÃ?Â¼r jede Gelegenheit.,Carolyn See,2001,Heyne, germany
850,3492229336,8,22,Die Meute der Erben.,Gaby Hauptmann,1999,Piper, germany
850,3596133319,6,22,Helden wie wir.,Thomas Brussig,1998,Fischer (Tb.) Frankfurt, germany
850,3596142229,10,22,Die Herrin von Avalon.,Marion Zimmer Bradley,1998,Fischer (Tb.) Frankfurt, germany
850,3808536519,10,22,Fachkunde fÃ?Â¼r Fachinformatiker und Informatikkaufleute. (Lernmaterialien),GÃ?Â¼nter Peter Merker,2002,Europa-Lehrmittel, germany
853,034545829X,9,24,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books, usa
882,039607412X,10,23,Masterpieces of murder,Agatha Christie,1977,Dodd Mead, usa
882,051509465X,9,23,Dancing On My Grave Gelsey Kirkland,Gelsey Kirkland,1987,Penguin Putnam~mass, usa
882,067976402X,10,23,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA, usa
882,8423995801,10,23,La casa de Bernarda Alba,Federico Garcia Lorca,1997,Distribooks Inc, usa
899,3257061269,9,23,Der Alchimist.,Paulo Coelho,2003,Diogenes Verlag ZÃ?Â¼rich, germany
899,3453199766,8,23,Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne, germany
899,3746670144,7,23,Ich Prinzessin Viola: Ein altes Haus und seine Besetzer,Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag, germany
901,014044503X,8,21,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books, united kingdom
