user_id,business_id,stars,review_days_since,name,review_count,user_days_active,useful,funny,cool,fans,average_stars,name_business,city,state,categories,stars_business,review_count_business,label
zZmtOMUl1BkqADf6yDQR_A,_aKr7POnacW_VizRKBpCiA,4,4695,Brenda,81,5416,0,0,0,4,3.8200000000000003,Blues City Deli,Saint Louis,MO,"Delis, Bars, Restaurants, Nightlife, Pubs, American (Traditional), Sandwiches",5,991,1
xqS2PjKu16g2cFDBNgJ8Ng,WaRZsQEcEHwRk0T2dJ-cuA,4,3902,Christina,142,4032,1,0,0,4,3.58,La Casita,New Orleans,LA,"Mexican, Latin American, Gluten-Free, Restaurants",4,202,1
AgIpcTMIXj1mzQgiYzPH3Q,VZfc50XVwgdCecH4YbGNFg,5,2541,Bart,22,2652,0,0,0,0,2.7800000000000002,EATS! American Grill,Tampa,FL,"American (New), Diners, American (Traditional), Restaurants",4,323,1
dp9aFFqiapeunuB84yPgeA,HCqmx4ENAZ76SAjoalj-MQ,5,3336,Rose,35,3498,0,0,0,1,3.38,Puckett's Grocery & Restaurant,Franklin,TN,"Barbeque, American (Traditional), Arts & Entertainment, Southern, Breakfast & Brunch, Comfort Food, Nightlife, Music Venues, Restaurants, Food, Grocery",4,850,1
Es6VKnZGzchPQHW7oXtwEA,dChRGpit9fM_kZK5pafNyA,4,2800,Benjamin,17,3000,1,0,0,0,4.17,The Love,Philadelphia,PA,"Restaurants, American (New), Breakfast & Brunch, Burgers",4,618,1
SZ8qITipYmexfotE5_UaQg,n5P6-HWN3kFSYBxfVfDxEg,4,6626,Beth,417,6709,2,1,2,93,3.7,Shephard's Beach Resort,Clearwater Beach,FL,"Hotels & Travel, Bars, American (Traditional), Restaurants, Event Planning & Services, Nightlife, Hotels, Resorts",3,371,1
3Wjxcr0VNHCWKCTzefHDxQ,cXSyVvOr9YRN9diDkaWs0Q,5,5011,I,24,6083,0,0,0,2,4.04,Honey's Sit-N-Eat,Philadelphia,PA,"Southern, Restaurants, American (Traditional)",4,1396,1
2UqZa0ZYqAKOCUnZ2BbHsA,L-YdO_NODKXXT3bkS0nUpg,5,3621,Steven,28,3743,1,0,0,2,3.9699999999999998,RumFish Grill,Saint Pete Beach,FL,"American (Traditional), Restaurants, Bars, Seafood, Nightlife",3.5,664,1
Fi670CUeyHJQYXFogunJpA,D73evJ9PZKxO3E5TaThe3w,5,4800,Spicy,44,4801,0,0,0,0,3.93,Superior Grill,New Orleans,LA,"Tex-Mex, Mexican, Restaurants",3,510,1
5OaFQ_RSid2hmnCVCvvCAw,AzseSGgDC6bVtMPEYo1CNQ,5,4829,Tala,147,4984,1,1,1,5,3.74,Creole Creamery,New Orleans,LA,"Food, Ice Cream & Frozen Yogurt",4.5,921,1
jbMvLtCNzpAMrEjJBsEM3Q,Y3ZCO17N1_T_Ms1JmswwzA,5,5078,Jacqueline,29,5091,0,0,0,0,3.93,Taqueria Pico De Gallo,Tucson,AZ,"Mexican, Restaurants",4,397,1
4GUO18VzIvn9a0zE5PxLuA,gzln_L7ch8z-Ob6autmumw,5,3107,Tom,34,5007,0,0,0,1,4.11,Trip's Diner,Seminole,FL,"Salad, Restaurants, Breakfast & Brunch, Diners, Burgers",4,223,1
agxI5iO9tJ94W-birXt-Dw,VRGYwKE_Z77frm5NwLvJhw,4,3036,Mike,108,4795,0,0,0,0,4.05,Burger Republic,Nashville,TN,"Bars, Restaurants, Sports Bars, Burgers, Pubs, Nightlife, Armenian, American (Traditional)",4,721,1
m4pkdLIGvV_PKCilCOa7rA,E3xBC7Bb6KRlZeqcY3bWtA,4,2894,Lisa,172,3270,0,0,0,4,4.52,Build-a-Burger,Nashville,TN,"Burgers, Restaurants",2.5,38,1
0O2Ro61yNBORdwgHFveomg,goexJ699bcLWGtL0E1G_GA,4,3656,Amy,92,5014,0,0,0,0,3.54,The Alexander,Indianapolis,IN,"Event Planning & Services, Hotels & Travel, Hotels",4,204,1
ToKkIDNQ5MrFyiv2Yb5qDA,D2kZP7jvrWTuRzcPY6NbqA,4,3668,Wayne,47,4939,0,0,1,1,4.06,Skyway Cafe,St. Petersburg,FL,"Restaurants, Breakfast & Brunch",4,276,1
W3wJ5RcEmtvMJLojQ5V0sA,DeVlppoc8dPBhOCPrm4wmg,5,3458,Anna,9,5470,0,0,0,0,4.5600000000000005,Harry & Izzy's,Indianapolis,IN,"American (Traditional), Nightlife, Restaurants, American (New), Bars, Steakhouses",4,895,1
4ZoLduHgq6Q4DQLnG5X7Kw,qVVz1sRZVNH2xt865M64Dg,4,4608,Joshua,124,4725,0,0,0,9,4.06,Dunkin',Nashville,TN,"Food, Bagels, Donuts, Coffee & Tea",2,43,1
OttfcRxgRrYsTg9EV5Aozg,kFR2U1H-NExtwb9IyZPcKw,4,4055,Jay,26,4124,0,0,0,3,3.71,Hampton Inn & Suites Tarpon Springs,Tarpon Springs,FL,"Event Planning & Services, Hotels & Travel, Hotels",4,37,1
a1q-brGFeR1tlfhRFcVQbQ,0hIXH9jMdHov1VrLC8ujUg,5,3563,Seth,8,3855,1,1,0,0,3.6,Al's Finger Licking Good Bar-B-Que,Tampa,FL,"American (Traditional), Southern, Barbeque, Restaurants",4.5,409,1
V0Kg9fkgfoCNvYpNJcv0Ng,8uF-bhJFgT4Tn6DTb27viA,5,3107,Randy,453,6780,1,2,2,30,4.05,District Donuts Sliders Brew,New Orleans,LA,"Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",4.5,2062,1
jZVnUeVcoJxQ7N0FT5vBng,khVgwowtBDRWHp77qDFmqQ,4,2933,Jeremy,152,5141,0,0,2,2,3.1,Costco Wholesale,Boise,ID,"Food, Department Stores, Fashion, Grocery, Wholesale Stores, Tires, Shopping, Gas Stations, Automotive",3.5,90,1
Piqui7Vd_4Sd-Kh4RYBYYg,SLreQZjicOqB_7MCfJ8MdQ,4,4581,Diane,28,5809,3,1,0,0,4.21,Biscuits Country Cafe,Tucson,AZ,"Restaurants, Breakfast & Brunch, American (Traditional), Cafes",3.5,167,1
jjBkr8HUEuGsiMSoRclWGA,1n1TzHTD2xLcyOPGV4b2-w,5,5758,Kasey,34,6348,1,1,0,2,4.46,Peak Performance Chiropractic,Reno,NV,"Chiropractors, Massage Therapy, Health & Medical",5,44,1
OqTs0lHg5ZXvF1S0bJfzFA,f82dhKNiUXsDVPMLqKYiIQ,5,4555,Jamie,23,6075,0,0,0,0,3.31,Sher-e-Punjab,Tucson,AZ,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife",4,446,1
pN02vFuug1g0VJR0brQFaQ,KNs8ygVcWhggvwVej9_anQ,5,3934,Tom,8,4301,2,0,0,0,4.89,Buckley's Auto Care,Wilmington,DE,"Tires, Automotive, Auto Repair, Oil Change Stations",4,15,1
xwLpDq-rYnyObtBZCD0Wgg,Dv6RfXLYe1atjgz3Xf4GGw,4,4800,Ellie,191,5987,0,0,1,7,3.51,HipCityVeg,Philadelphia,PA,"Burgers, Vegetarian, Restaurants, Vegan",4,1082,1
To1Pq4io8oCT8f6ryRdPeQ,5Ce3lZksYVkCbrihqylVHQ,5,3573,Mike,25,4324,2,0,3,0,3.59,Sushi Nara,Tucson,AZ,"Sushi Bars, Japanese, Restaurants",4.5,159,1
DpSGphjONqwmES7dylppgg,6LyhttbsQn6a6PDxQDojCw,5,4145,Alexandria,21,4666,0,0,0,0,3.7800000000000002,Tokyo Japanese Steak House,Smyrna,TN,"Sushi Bars, Steakhouses, Restaurants, Japanese",4.5,206,1
GZAuN4odSmeSX6oGHzrLGA,LjgiE_EbpBdIz4JyVUioTQ,5,3281,Michael,7,3677,1,1,1,0,4.33,Chicago Paulies,Tampa,FL,"Hot Dogs, Vegetarian, Burgers, Restaurants, Food Stands, Sandwiches",5,186,1
_rvtejG1xx6ALnpx77xjlw,KxrXqdsgT7lcghhNk00z6w,4,4887,STACY,36,5781,0,0,0,2,2.13,Jerry Bob's,Tucson,AZ,"Restaurants, Breakfast & Brunch, American (Traditional)",3,33,1
bRjlTob-Fd6wI2jXep5M4w,ugNplY4SZqIfP417oUxahQ,4,2943,Emmy,59,3969,2,1,0,2,1.92,Chick-fil-A,Reno,NV,"Breakfast & Brunch, Sandwiches, Restaurants, Event Planning & Services, Caterers, Chicken Shop, Fast Food",4,256,1
BWp0P1se36xSwhvqJ5qdaQ,uIZwBkvWicqyWraXvYOipw,4,4858,Rhonda,81,5286,1,0,0,0,3.31,Sbraga,Philadelphia,PA,"Restaurants, American (New)",4,375,1
hPuQIudnLHBJaJL7swpB8A,GBTPC53ZrG1ZBY3DT8Mbcw,4,3281,Marissa,1768,4800,1,0,1,102,3.8200000000000003,Luke,New Orleans,LA,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch",4,4554,1
ZdODEy4O0-nPdPKwkdQkdw,g79jYJz3FEvgvglXqOUWxw,4,4638,Dana,377,5749,0,0,2,39,3.89,IHOP,Metairie,LA,"Breakfast & Brunch, Burgers, Restaurants, American (Traditional), American (New)",3,75,1
iUeZhkI0OK0BisakOkb3pQ,j8JOZvfeHEfUWq3gEz6ABQ,5,7374,patrick,516,7436,2,1,1,49,3.62,Bacchanal Fine Wine & Spirits,New Orleans,LA,"Jazz & Blues, Bars, Arts & Entertainment, Beer, Wine & Spirits, Wine Bars, Food, Nightlife",4.5,1156,1
ET1EHTjE-pSO6mvn2cngoQ,RuuGJoMm2Y3wbLbPPHTvqw,5,3271,Colleen,173,5402,1,0,0,5,4.32,Phily Diner & Sports Bar,Runnemede,NJ,"Restaurants, Diners, Nightlife, Bars, Sports Bars, American (Traditional)",3,253,1
4ToxVjyYXKv2xFi1Ji0AJA,17Y8circEnkMMXKfLo8Ztg,5,4800,Grant,11,4870,0,0,0,0,4.82,Bitar's,Philadelphia,PA,"Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean",4,154,1
SrJsc48P6qhkd2_j_3A2dw,TK9x9sCWRDwtiV5UAzrRTg,4,5671,Karl,29,5908,2,0,0,3,3.44,Viet Pho,Reno,NV,"Restaurants, Vietnamese",3,87,1
hNO60wUPv89cM3LJZSFiGg,mCo2uVTTGYrEhRrkQW-CMw,4,3681,Jeff,38,4348,1,1,0,0,3.51,Empress Garden,Philadelphia,PA,"Taiwanese, Chinese, Noodles, Restaurants",4,263,1
py68Ex4KSTpOOFUnFRsNhg,IgCwdvf8RTNUkcUhylBGBg,4,3806,Candace,49,5329,1,0,1,5,4.1,Manhattan Nails Salon,Tampa,FL,"Nail Salons, Beauty & Spas, Eyelash Service, Hair Removal, Waxing",4,134,1
CELevXfGA3Yl5XiAKmsA_Q,H8n6Eu17hyp9LHUi4cVN4w,5,5013,Simply,88,5636,2,0,1,3,3.91,Olia Zavozina,Nashville,TN,"Bridal, Fashion, Women's Clothing, Men's Clothing, Shopping",5,5,1
HuoP7ejN-LSwkO1UIgmtaw,J_195G8K_MziKZEXj7Nxdw,4,5545,Andy,342,6299,0,1,1,29,3.86,Mr. Wizard's Frozen Custard,Saint Louis,MO,"Food, Ice Cream & Frozen Yogurt",4,117,1
o1eqvbiXDu5Z9PsTSYoCTA,Wt1W6qwCvna1KzIuJRJbwA,4,4799,John,15,5244,1,0,0,0,3.4,Tokyo Mandarin,Glassboro,NJ,"Japanese, Restaurants, Sushi Bars, Chinese",4,88,1
BLw38g69PKhc4xs6_7AvWw,om4waoCyVTkEerDmdw2OJg,5,2550,David,18,2908,0,0,0,0,4.95,Mr. Appliance of Indianapolis,Indianapolis,IN,"Appliances & Repair, Handyman, Local Services, Home Services",3.5,16,1
xNdBthobV1VJEgMstjBNEA,IFDS30i3hmYSmrpP2-silg,5,5543,ralph,63,5939,0,1,1,5,3.12,New Orleans Arena,New Orleans,LA,"Stadiums & Arenas, Arts & Entertainment",3.5,45,1
1wqRJXBxxa771PKE2iGjCA,EQ-TZ2eeD_E0BHuvoaeG5Q,5,3543,Jen,13,4851,1,0,0,0,4,Milktooth,Indianapolis,IN,"Beer, Wine & Spirits, Cafes, Coffee & Tea, Restaurants, Food, Breakfast & Brunch, American (New)",4,1379,1
LqL00C_K9Wq5DuaM43UXDA,#NAME?,4,5447,Kevin,58,6088,1,0,1,0,3.9699999999999998,Zorba's Taverna,Philadelphia,PA,"Restaurants, Greek, Mediterranean",4.5,510,1
xMgjozSeBhfl64IuPY2UzA,M0c99tzIJPIbrY_RAO7KSQ,4,4056,Alice,462,5239,0,0,0,2,3.62,Hyatt Regency St. Louis at the Arch,Saint Louis,MO,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",3.5,430,1
Th2D-cR452xSpgW5KXDwug,1ig2AJg8A08_XA3pFAMiRQ,5,3120,Kenneth,19,3143,1,0,1,0,4.6,Stoney River Steakhouse and Grill,Franklin,TN,"Steakhouses, Seafood, Restaurants",4,252,1
MmTxP-62X0pSmBbpgv1bIw,FJDvhCGIwKuohPOK7JfLuA,5,2800,Monika,114,4764,1,0,0,4,3.71,Key One,Tucson,AZ,"Home Services, Keys & Locksmiths",5,73,1
UgWvxLS9xFvOxLILqxez2Q,s8KNTkHGjMnzx5zcnWBbwQ,4,4888,Johnny,340,5275,1,0,1,12,3.9699999999999998,Famoso,Edmonton,AB,"Italian, Restaurants, Pizza",3.5,60,1
C2aiyN4gcEPNfPm94ZoK-A,BWITd9JUXP3gSi1z3Y-z8g,5,3530,Ellen,131,4089,0,0,0,3,4.5,In Riva,Philadelphia,PA,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants",4,729,1
8hhIIu2PWHq_PZM7N0_NNw,1skzWN0fxGgZNRE53Y_3gw,4,3806,Jody,45,4882,0,0,0,0,4.3,Perennial Artisan Ales,Saint Louis,MO,"Breweries, Food",4,125,1
vYMvOTL31e0KbTo9Hd0tjg,ZiQiMlvgk19GrEEkN9kyRA,4,3611,Nick,1774,4916,2,1,4,203,4.07,The Blind Tiger Cafe - Ybor City,Tampa,FL,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes",4.5,331,1
sS63Qex4Vy2z32EwefHDwA,Af2UlNzQSiZCapJ6qtwu6g,5,5446,Charlayne,62,6600,0,0,1,1,4.34,TFA The Future Antiques,Saint Louis,MO,"Home & Garden, Furniture Stores, Used, Vintage & Consignment, Fashion, Department Stores, Local Flavor, Jewelry, Shopping, Antiques",4,57,1
-0KrCHEsOcjJ6N4k_k1A9A,gEJ3a8-m6VB827e6GHromw,4,2652,Nicole,62,4697,0,0,0,1,4.03,Sauce on the Side,St. Louis,MO,"Bars, Salad, Restaurants, Nightlife, Beer Bar, Italian",4.5,232,1
#NAME?,qdpdUjdkEUpzYDdce2yZng,5,3484,Ian,48,4916,0,0,0,4,4.08,Plaza Deli,Santa Barbara,CA,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis",4,188,1
UU9A6Pc7YtQcjtkwHYZZcA,NwJoFxmYRDxVGXgPtrjQ3w,5,3458,Kimberly,7,3473,0,0,0,0,3.5,Ploy Thai,Brandon,FL,"Thai, Sushi Bars, Restaurants",4,171,1
qbYN-fl7NQSFEuAnZguRjQ,pP1V9AvK716BMxoHkNVWdw,4,4390,Mia,10,4393,0,0,0,1,3.8,Batch Cupcakery,Reno,NV,"Food, Bakeries",3.5,215,1
cqXps2xKThJ0X892-s3KpQ,TV81bpCQ6p6o4Hau5hk-zw,4,2736,Eric,26,5182,0,0,0,3,4.39,Hellas Restaurant,Tarpon Springs,FL,"Food, Bakeries, Greek, Restaurants, Soup",4.5,1368,1
pgtmWFEicHOl07aTjMnQTA,Qa1YQzo00sm9O0JUlwdCQw,5,3445,Jamie,273,4381,2,0,0,12,4.34,Taste of Nawlins,New Orleans,LA,"Historical Tours, Tours, Hotels & Travel, Food Tours, Walking Tours",4,178,1
V0husSGYlIY6dmxgIi1Zsg,tFpstYqxugKHzeyNUsuD_A,4,2923,Ryan,35,3403,0,0,0,0,4.14,The Pint Room,Carmel,IN,"American (Traditional), Burgers, Bars, Restaurants, Pubs, Beer Bar, American (New), Nightlife",4,423,1
IDKqeErl2l-huYugUzea6A,UCMSWPqzXjd7QHq7v8PJjQ,4,4091,Chanel,186,4163,0,1,1,2,4.02,Prep & Pastry,Tucson,AZ,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",4.5,2126,1
CTbH0UcfuNKi4m4lUXi3dQ,98wodesqiL8lCHJNFmFgDg,5,3721,Ro,107,4763,0,0,0,14,4.33,Cash & Carry Paper,Indianapolis,IN,"Party & Event Planning, Office Equipment, Event Planning & Services, Home & Garden, Shopping, Party Supplies",5,17,1
l3ElIU_Wsz16qnBp690mvA,2SYEGA2fZLdzZQ9lmIfM5Q,4,2812,Shane,130,3790,0,0,0,4,4.24,Urban Village Brewing Co,Philadelphia,PA,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife",4,221,1
RGOJ68eoobRsYW4LgQtBcA,EtKSTHV5Qx_Q7Aur9o4kQQ,5,3681,Paloma,21,4228,0,0,0,0,4.48,Village Whiskey,Philadelphia,PA,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)",4,1553,1
I_IXo8DVwEXTtw6IK3IyJw,iWIu2qrim1PSNE0CRLyqpg,5,3611,Kati,52,4116,3,0,2,1,4.67,Craft & Curd,Tampa,FL,"Arts & Entertainment, Cheese Shops, Specialty Food, Beer, Wine & Spirits, Food, Bars, Wine Tasting Room, Nightlife, Wineries, Wine Bars",4.5,44,1
opqWdxIOwuYcmo-PZvNS4A,H6r6J6Zrd3h2J3AxroHLZw,5,3336,Jam,12,4528,1,0,0,1,4.46,Hand and Stone Massage and Facial Spa,Flourtown,PA,"Hair Removal, Beauty & Spas, Day Spas, Waxing, Massage",3.5,15,1
seiryC247Xbh8BL5bn7dLw,UtfuLzO7c2N0m8oogeu_SQ,4,4182,Mersadies,53,4642,4,2,3,5,3.13,Philadelphia Training Academy,Philadelphia,PA,"Gun/Rifle Ranges, Specialty Schools, Education, Active Life",4,112,1
xDQlc86OBoSPS5NgaUyFuw,LfrCUDzg66jncxLvNxBnlg,5,2786,Jennifer,32,4341,0,0,0,0,4.44,Bocconcini,Philadelphia,PA,"Gluten-Free, Pizza, Venues & Event Spaces, Italian, Restaurants, Event Planning & Services",4.5,163,1
bS7dmk_OX5oIQvAhTb-bcw,SLreQZjicOqB_7MCfJ8MdQ,5,3669,Greg,183,4157,0,0,0,5,3.99,Biscuits Country Cafe,Tucson,AZ,"Restaurants, Breakfast & Brunch, American (Traditional), Cafes",3.5,167,1
O9PKyhye1p8hhTReXTot-A,ROeacJQwBeh05Rqg7F6TCg,4,4201,Greg,41,4304,0,0,1,2,3.69,BAP,Philadelphia,PA,"Korean, Restaurants",4.5,205,1
3PunMPL-ne29d2Oeq2PpXw,UCMSWPqzXjd7QHq7v8PJjQ,5,3108,Lisa,8,4267,0,0,0,0,4.22,Prep & Pastry,Tucson,AZ,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",4.5,2126,1
y3Wtx1pOvTiqsJRkjceXiw,X5fWO9e82EICHXzzs6eQMg,4,5982,Catherine,371,6060,4,1,3,89,3.39,Rescue Spa,Philadelphia,PA,"Makeup Artists, Laser Hair Removal, Cosmetics & Beauty Supply, Hair Removal, Day Spas, Medical Spas, Shopping, Beauty & Spas, Skin Care, Massage Therapy, Hair Salons, Health & Medical",4.5,476,1
BovfDs3Ft0eg5aKKhvUkeQ,50hxVwLOYDSlNZq8QvarcA,4,3601,Jacey,18,4219,1,0,1,0,3.58,Q's Quik Smog,Reno,NV,"Smog Check Stations, Automotive",4.5,49,1
6OV_PFTl9RW2FmYQoOsuRQ,Q1HHAb4FzrzfnnrRyA8fgg,5,7014,Stacy,166,7014,0,0,0,12,4.08,Cheeseburger in Paradise,Indianapolis,IN,"Restaurants, Burgers, Bars, American (Traditional), Nightlife",3,103,1
kDeyHdQGVGdqYM11Q6lMTA,EpREWeEpmR8f1qLHzzF0AA,5,5165,Karen,210,5602,1,0,0,19,4.01,Schlafly Bottleworks,Saint Louis,MO,"Local Flavor, Food, Brewpubs, Breweries, Restaurants, Pizza, American (Traditional), American (New)",4,615,1
ayG92bBJCvFy75edSQv35Q,w520vYWEpEYBf90rSr9NVA,4,4531,Meagan,43,5204,0,0,1,0,4,The Smiling Elephant,Nashville,TN,"Thai, Chinese, Seafood, Restaurants",4,604,1
L9dbnNBn_X_7MNu9RBXv0w,jxfAi7UDmtbhyPw7ZsfKVw,5,2894,Janet,7,3899,0,0,0,0,5,Fellini Cafe of Media,Media,PA,"Desserts, Event Planning & Services, Sandwiches, Restaurants, Food, Italian, Venues & Event Spaces",4,508,1
crgWPc35LxjJccLFVQsQig,STxJNPhcfYuwZOAy74rhEQ,4,4695,Caitlin,640,6023,1,0,0,79,4.01,PetSmart,Madison,TN,"Pet Training, Pets, Pet Services, Pet Groomers, Pet Sitting, Pet Stores",3.5,26,1
rdh_5Am70sAf5fNMKpJUSA,gOtY7zJ1rIu6UIHXEvh5sA,5,4090,Sean,467,6456,1,0,0,51,3.7800000000000002,Southern Candymakers,New Orleans,LA,"Specialty Food, Food, Chocolatiers & Shops, Desserts, Shopping, Gift Shops, Candy Stores, Flowers & Gifts",4.5,377,1
XkfnvonaC34N7vumff3Kag,mUIBtlWNPD7sz3rGGWQ1RA,4,6070,Courtney,62,6505,1,0,1,4,4,Kanella,Philadelphia,PA,"Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch",4.5,579,1
JhKAgKjSuhzATNByqHTANw,2FnoLyEO0nq7g2Wz8x7Z5A,5,2812,CJ,67,3388,0,0,0,0,3.67,honeygrow,Bala Cynwyd,PA,"Juice Bars & Smoothies, Noodles, Restaurants, Asian Fusion, Food, Salad, Vegetarian, Vegan",3.5,344,1
lv7eIuv7Ccur4NF1CqiYOA,ab3pRv-b0o-BwMK2jVbH3Q,4,4056,Kristen,9,4570,0,0,0,0,4.33,Saki Endless Sushi & Hibachi Eatery,Clearwater,FL,"Restaurants, Salad, Sushi Bars, Soup, Japanese",3.5,473,1
_7AU8ZRW1mJJfb_62p_dlA,dYYkzkiAQoOtRjdR0kcspw,5,4242,Christina,24,5048,2,0,0,0,3.2800000000000002,Tennessee Brew Works,Nashville,TN,"Breweries, Venues & Event Spaces, Beer Bar, Food, Pubs, Tours, Nightlife, Restaurants, Event Planning & Services, Hotels & Travel, Bars, Beer Tours, Arts & Entertainment, American (Traditional), Gastropubs, Music Venues, American (New)",4.5,421,1
nPJw7YpKgHE6fowxgl3l1A,pVHbXwsqLxNzAx9rdwy2EA,4,4182,Abbie,157,5076,1,0,0,15,4.06,Marmont Steakhouse & Bar,Philadelphia,PA,"American (Traditional), Steakhouses, Nightlife, Bars, Seafood, Restaurants, Lounges",3.5,316,1
EbBYrJnkEbUA0tMrzjfZuQ,lOP3HxdUTaq0eXhwR_KC-w,5,2652,Jam,206,5280,0,0,0,2,3.44,Sweet Things Chocolates,Indianapolis,IN,"Chocolatiers & Shops, Specialty Food, Candy Stores, Food",4,13,1
TSijUoSEmkvzvEoyOhYoRg,nvb8SFi1-LzaQHEhUnw_7g,5,3902,Weston,97,4333,2,1,0,4,4.07,Gators Cafe & Saloon,Treasure Island,FL,"Restaurants, Desserts, Music Venues, Bars, Arts & Entertainment, Food, American (Traditional), Sports Bars, Nightlife",3,301,1
Pf_L4aeJ9iFJmGx7jVXuYQ,4_W5pstoN1166TGjjPOrMg,5,5235,Colleen,31,5766,0,0,0,0,4.79,Prohibition Taproom,Philadelphia,PA,"American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates",4,618,1
NMLvjdY7IOdtfU0TepvUuA,zyKTy79BwgCLdUGBiuYPxA,5,3902,Zach,483,5284,4,0,1,39,3.46,O'Neill Masonry,Glenside,PA,"Siding, Contractors, Masonry/Concrete, Home Services, Local Services, Stonemasons, Stucco Services",4.5,6,1
LmaOptmkvxVEvftB3_AsFw,sophKEDc2rBDe-cuOaJDkA,5,2825,Jessica,185,3283,0,0,0,12,4.44,365 Caffe Italiano,Wesley Chapel,FL,"Breakfast & Brunch, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Creperies, Gelato, Comfort Food, Sandwiches, Restaurants, Cafes",4.5,127,1
a5SKkiomvFcj3WM7EB756g,4ieBZ94-Bpn7BBvN1fGCyQ,4,3996,Evan,49,4187,0,0,0,2,3.84,Eiteljorg Museum of American Indians & Western Art,Indianapolis,IN,"Arts & Entertainment, Art Museums, Festivals, Shopping, Art Galleries, Venues & Event Spaces, Museums, Event Planning & Services",4.5,109,1
dc_1rBcKAjub2Nsh2HBvhA,LH8R7UsbSQfvojE7xbgHJw,4,4072,Jen,421,6159,4,1,0,47,3.59,Baskin-Robbins,Greenwood,IN,"Ice Cream & Frozen Yogurt, Custom Cakes, Desserts, Food",3,19,1
Nh0QUaqu1hkwgHoY7uvCjA,rOsC1rDpIxvNoHxEvNFjeA,4,3336,Amanda,15,4005,1,0,0,0,4.4,Backspace Bar & Kitchen,New Orleans,LA,"Burgers, Beer, Wine & Spirits, Cocktail Bars, Bars, Food, Nightlife, Dive Bars, Restaurants",4,443,1
W2F2O4jf49jSTmGEkE2NvQ,WbA5ud4InNWkizW7HE5kRQ,5,3325,Shawna,27,4145,1,0,0,2,4.03,Penca,Tucson,AZ,"Mexican, Restaurants, Nightlife, Bars, Venues & Event Spaces, Event Planning & Services",3.5,486,1
1VEzBgpdMYDKtnsWu_uKaQ,qFY_A3v2JFRjucZnMMVlcg,4,3422,Faith,16,4852,1,0,1,0,2.68,Tangibles Salon & Beautique,Voorhees,NJ,"Eyelash Service, Blow Dry/Out Services, Hair Salons, Beauty & Spas, Hair Extensions, Hair Removal, Hair Loss Centers, Waxing",3.5,19,1
uHK4zo6mDRHN-ZWtQwhlSA,t5tBd4p7BA7hNDitBUXxrw,5,4483,Emma,60,5748,4,0,2,3,4.1,Boise Therapeutic Massage Center,Boise,ID,"Massage, Health & Medical, Medical Spas, Beauty & Spas",4,68,1
9f8fLN9ID3OUFIbNaig_EQ,37BpNvlEAT6WVGsksrHbBQ,5,6072,Josh,12,6072,0,0,0,1,4.17,Batter'd & Fried Boston Seafood House,Nashville,TN,"Sushi Bars, Fish & Chips, American (Traditional), Nightlife, Bars, Seafood, Pubs, Restaurants",3.5,318,1
uWTebPGmOfgHCVHPM16lRg,kdJMzQCyG9X07lEgTWWveQ,4,3036,Trang,64,4873,0,0,0,0,3.2,Sun Diner,Nashville,TN,"Restaurants, Cafes, Diners, Breakfast & Brunch, Burgers",4,460,1
lnohBN_e2qklLESYih9Mvw,a2ITIJRAY4Eo-xTH0vN95A,4,3867,Chris,763,4968,6,2,4,155,4.16,Chili's,Tampa,FL,"Restaurants, Nightlife, Tex-Mex, American (Traditional), Bars",2.5,67,1
GHA-yB6gjmeuL5GKcjuOIA,1P_mGUY1PyPq7_ZabrzpBw,5,5607,anna,56,5612,2,1,0,5,3.4,Carmine's Steakhouse,Saint Louis,MO,"Italian, Restaurants, Steakhouses",4,261,1
BcqOFuTM7CLamo_-3tKAvw,tZu-H64Cimd-JTr9y9U46A,5,3586,Carol,15,5218,0,0,0,0,2.87,Pediatric Care Group,Jenkintown,PA,"Pediatricians, Pediatric Dentists, Health & Medical, Dentists, Doctors",3.5,25,1
